Validator,PT_VERSION,2.12.0
GemmTunableOp_BFloat16_TN,tn_2048_33_9_ld_9_9_2048,Default,0.00659904
GemmTunableOp_BFloat16_TN,tn_8192_33_6_ld_6_6_8192,Default,0.0108614
GemmTunableOp_BFloat16_TN,tn_2048_33_26_ld_26_26_2048,Default,0.0102877
GemmTunableOp_float_NN,nn_63_32_1_ld_63_1_63,Default,0.00585728
GemmTunableOp_float_TN,tn_16_63_2048_ld_2048_2048_16,Default,0.0132032
GemmTunableOp_float_TN,tn_2048_63_16_ld_16_16_2048,Default,0.00579488
GemmTunableOp_float_TN,tn_512_63_16_ld_16_16_512,Default,0.00861568
GemmTunableOp_BFloat16_TN,tn_2048_63_5_ld_5_5_2048,Default,0.00669152
GemmTunableOp_BFloat16_TN,tn_8192_63_3_ld_3_3_8192,Default,0.00720544
GemmTunableOp_BFloat16_TN,tn_8192_63_5_ld_5_5_8192,Default,0.00680224
GemmTunableOp_BFloat16_NN,nn_2048_63_1_ld_1_1_2048,Default,0.00671072
GemmTunableOp_BFloat16_TN,tn_2048_63_3_ld_3_3_2048,Default,0.00709952
GemmTunableOp_BFloat16_TN,tn_512_63_3_ld_3_3_512,Default,0.00593536
GemmTunableOp_BFloat16_TN,tn_2048_63_4_ld_4_4_2048,Default,0.00947424
GemmTunableOp_BFloat16_TN,tn_512_63_4_ld_4_4_512,Default,0.00676896
GemmTunableOp_BFloat16_TN,tn_8192_63_4_ld_4_4_8192,Default,0.00919424
GemmTunableOp_BFloat16_TN,tn_512_63_5_ld_5_5_512,Default,0.00617312
GemmTunableOp_BFloat16_TN,tn_2048_63_6_ld_6_6_2048,Default,0.0106147
GemmTunableOp_BFloat16_TN,tn_512_63_6_ld_6_6_512,Default,0.00623648
GemmTunableOp_BFloat16_TN,tn_2048_63_7_ld_7_7_2048,Default,0.00562208
GemmTunableOp_BFloat16_TN,tn_2048_63_10_ld_10_10_2048,Default,0.0107002
GemmTunableOp_BFloat16_TN,tn_8192_63_6_ld_6_6_8192,Default,0.0068128
GemmTunableOp_BFloat16_TN,tn_2048_63_36_ld_36_36_2048,Default,0.00672064
GemmTunableOp_float_TN,tn_2048_2048_72_ld_72_72_2048,Default,0.071585
GemmTunableOp_float_TN,tn_2048_2048_70_ld_70_70_2048,Default,0.0833046
GemmTunableOp_float_TN,tn_2048_2048_45_ld_45_45_2048,Default,0.0594704
GemmTunableOp_float_TN,tn_2048_2048_47_ld_47_47_2048,Default,0.0590509
GemmTunableOp_float_TN,tn_2048_2048_44_ld_44_44_2048,Default,0.0577894
GemmTunableOp_float_TN,tn_2048_2048_41_ld_41_41_2048,Default,0.0577027
GemmTunableOp_float_TN,tn_2048_2048_42_ld_42_42_2048,Default,0.0597808
GemmTunableOp_BFloat16_TN,tn_2048_33_6_ld_6_6_2048,Default,0.00949344
GemmTunableOp_BFloat16_TN,tn_2048_33_25_ld_25_25_2048,Default,0.00820608
GemmTunableOp_float_NN,nn_65_32_1_ld_65_1_65,Default,0.00718656
GemmTunableOp_float_TN,tn_16_65_2048_ld_2048_2048_16,Default,0.00955808
GemmTunableOp_float_TN,tn_2048_65_16_ld_16_16_2048,Default,0.00566368
GemmTunableOp_float_TN,tn_512_65_16_ld_16_16_512,Default,0.00804576
GemmTunableOp_BFloat16_TN,tn_2048_65_5_ld_5_5_2048,Default,0.00592544
GemmTunableOp_BFloat16_TN,tn_8192_65_3_ld_3_3_8192,Default,0.00759264
GemmTunableOp_BFloat16_TN,tn_8192_65_5_ld_5_5_8192,Default,0.0111958
GemmTunableOp_BFloat16_NN,nn_2048_65_1_ld_1_1_2048,Default,0.0065376
GemmTunableOp_BFloat16_TN,tn_2048_65_3_ld_3_3_2048,Default,0.00608224
GemmTunableOp_BFloat16_TN,tn_512_65_3_ld_3_3_512,Default,0.00668576
GemmTunableOp_BFloat16_TN,tn_2048_65_4_ld_4_4_2048,Default,0.00654464
GemmTunableOp_BFloat16_TN,tn_512_65_4_ld_4_4_512,Default,0.00741568
GemmTunableOp_BFloat16_TN,tn_8192_65_4_ld_4_4_8192,Default,0.00727296
GemmTunableOp_BFloat16_TN,tn_512_65_5_ld_5_5_512,Default,0.00640128
GemmTunableOp_BFloat16_TN,tn_2048_65_7_ld_7_7_2048,Default,0.00562912
GemmTunableOp_BFloat16_TN,tn_512_65_7_ld_7_7_512,Default,0.0062704
GemmTunableOp_BFloat16_TN,tn_2048_65_6_ld_6_6_2048,Default,0.00698368
GemmTunableOp_BFloat16_TN,tn_512_65_6_ld_6_6_512,Default,0.00642912
GemmTunableOp_BFloat16_TN,tn_2048_65_9_ld_9_9_2048,Default,0.00710016
GemmTunableOp_BFloat16_TN,tn_8192_65_6_ld_6_6_8192,Default,0.00673088
GemmTunableOp_BFloat16_TN,tn_2048_65_31_ld_31_31_2048,Default,0.00563424
GemmTunableOp_float_NN,nn_35_32_1_ld_35_1_35,Default,0.00570688
GemmTunableOp_float_TN,tn_16_35_2048_ld_2048_2048_16,Default,0.00977696
GemmTunableOp_float_TN,tn_2048_35_16_ld_16_16_2048,Default,0.00601792
GemmTunableOp_float_TN,tn_512_35_16_ld_16_16_512,Default,0.0083616
GemmTunableOp_BFloat16_TN,tn_2048_35_5_ld_5_5_2048,Default,0.00704512
GemmTunableOp_BFloat16_TN,tn_8192_35_3_ld_3_3_8192,Default,0.00711392
GemmTunableOp_BFloat16_TN,tn_8192_35_5_ld_5_5_8192,Default,0.00771968
GemmTunableOp_BFloat16_NN,nn_2048_35_1_ld_1_1_2048,Default,0.00705248
GemmTunableOp_BFloat16_TN,tn_2048_35_3_ld_3_3_2048,Default,0.0072496
GemmTunableOp_BFloat16_TN,tn_512_35_3_ld_3_3_512,Default,0.00690368
GemmTunableOp_BFloat16_TN,tn_2048_35_4_ld_4_4_2048,Default,0.00960352
GemmTunableOp_BFloat16_TN,tn_512_35_4_ld_4_4_512,Default,0.00686368
GemmTunableOp_BFloat16_TN,tn_8192_35_4_ld_4_4_8192,Default,0.00973472
GemmTunableOp_BFloat16_TN,tn_512_35_5_ld_5_5_512,Default,0.00807808
GemmTunableOp_BFloat16_TN,tn_2048_35_7_ld_7_7_2048,Default,0.00593536
GemmTunableOp_BFloat16_TN,tn_2048_35_9_ld_9_9_2048,Default,0.00820992
GemmTunableOp_BFloat16_TN,tn_8192_35_6_ld_6_6_8192,Default,0.0098224
GemmTunableOp_BFloat16_TN,tn_2048_35_25_ld_25_25_2048,Default,0.00601024
GemmTunableOp_BFloat16_TN,tn_2048_65_2_ld_2_2_2048,Default,0.00686176
GemmTunableOp_BFloat16_TN,tn_2048_65_30_ld_30_30_2048,Default,0.0064944
GemmTunableOp_float_TN,tn_8192_1024_5_ld_5_5_8192,Default,0.0394442
GemmTunableOp_float_TN,tn_512_1024_4_ld_4_4_512,Default,0.00764192
GemmTunableOp_float_TN,tn_2048_1024_17_ld_17_17_2048,Default,0.0175472
GemmTunableOp_float_TN,tn_512_1024_17_ld_17_17_512,Default,0.0132589
GemmTunableOp_float_TN,tn_2048_1024_14_ld_14_14_2048,Default,0.0190464
GemmTunableOp_float_TN,tn_2048_1024_15_ld_15_15_2048,Default,0.0154163
GemmTunableOp_float_TN,tn_8192_1024_6_ld_6_6_8192,Default,0.0412669
GemmTunableOp_float_TN,tn_2048_1024_49_ld_49_49_2048,Default,0.0291699
GemmTunableOp_float_TN,tn_512_1024_15_ld_15_15_512,Default,0.0118733
GemmTunableOp_float_TN,tn_2048_1024_19_ld_19_19_2048,Default,0.0214595
GemmTunableOp_float_TN,tn_512_1024_19_ld_19_19_512,Default,0.013664
GemmTunableOp_float_TN,tn_2048_1024_44_ld_44_44_2048,Default,0.0270288
GemmTunableOp_float_TN,tn_512_1024_14_ld_14_14_512,Default,0.0091024
GemmTunableOp_float_TN,tn_2048_1024_41_ld_41_41_2048,Default,0.0255245
GemmTunableOp_BFloat16_TN,tn_2048_63_2_ld_2_2_2048,Default,0.0096624
GemmTunableOp_BFloat16_TN,tn_2048_63_8_ld_8_8_2048,Default,0.00705888
GemmTunableOp_BFloat16_TN,tn_512_63_8_ld_8_8_512,Default,0.00688896
GemmTunableOp_BFloat16_TN,tn_2048_63_9_ld_9_9_2048,Default,0.00674464
GemmTunableOp_BFloat16_TN,tn_2048_63_30_ld_30_30_2048,Default,0.0062528
GemmTunableOp_float_NN,nn_2048_32_1_ld_2048_1_2048,Default,0.00772288
GemmTunableOp_float_TN,tn_16_8192_2048_ld_2048_2048_16,Default,0.2309
GemmTunableOp_float_TN,tn_2048_8192_16_ld_16_16_2048,Default,0.107828
GemmTunableOp_float_TN,tn_512_8192_16_ld_16_16_512,Default,0.0274899
GemmStridedBatchedTunableOp_float_TN,tn_2048_2048_64_B_32_ld_64_2048_2048,Default,1.37404
GemmStridedBatchedTunableOp_float_NN,nn_64_2048_2048_B_32_ld_64_2048_64,Default,1.14854
GemmStridedBatchedTunableOp_float_NT,nt_64_2048_2048_B_32_ld_2048_2048_64,Default,0.967329
GemmStridedBatchedTunableOp_float_NT,nt_2048_64_2048_B_32_ld_2048_2048_2048,Default,1.16238
GemmTunableOp_float_TN,tn_2048_2048_35_ld_35_35_2048,Default,0.0601594
GemmTunableOp_float_TN,tn_2048_2048_36_ld_36_36_2048,Default,0.0581277
GemmTunableOp_float_TN,tn_2048_2048_37_ld_37_37_2048,Default,0.061264
GemmTunableOp_float_TN,tn_2048_2048_34_ld_34_34_2048,Default,0.0582227
GemmTunableOp_float_TN,tn_2048_2048_38_ld_38_38_2048,Default,0.0597328
GemmTunableOp_float_TN,tn_2048_2048_40_ld_40_40_2048,Default,0.0488954
GemmTunableOp_float_TN,tn_2048_2048_39_ld_39_39_2048,Default,0.0577901
GemmTunableOp_float_TN,tn_2048_2048_73_ld_73_73_2048,Default,0.0727088
GemmTunableOp_float_TN,tn_2048_2048_77_ld_77_77_2048,Default,0.0714394
GemmTunableOp_float_TN,tn_2048_2048_74_ld_74_74_2048,Default,0.0701318
GemmTunableOp_float_NN,nn_97_32_1_ld_97_1_97,Default,0.00665568
GemmTunableOp_float_TN,tn_16_97_2048_ld_2048_2048_16,Default,0.00974688
GemmTunableOp_float_TN,tn_2048_97_16_ld_16_16_2048,Default,0.00628928
GemmTunableOp_float_TN,tn_512_97_16_ld_16_16_512,Default,0.00755264
GemmTunableOp_BFloat16_TN,tn_2048_97_4_ld_4_4_2048,Default,0.00639008
GemmTunableOp_BFloat16_TN,tn_8192_97_3_ld_3_3_8192,Default,0.0120192
GemmTunableOp_BFloat16_TN,tn_2048_97_5_ld_5_5_2048,Default,0.00685696
GemmTunableOp_BFloat16_TN,tn_8192_97_5_ld_5_5_8192,Default,0.00951872
GemmTunableOp_BFloat16_TN,tn_2048_97_2_ld_2_2_2048,Default,0.0065744
GemmTunableOp_BFloat16_TN,tn_512_97_2_ld_2_2_512,Default,0.0105158
GemmTunableOp_BFloat16_TN,tn_2048_97_3_ld_3_3_2048,Default,0.00678592
GemmTunableOp_BFloat16_TN,tn_512_97_3_ld_3_3_512,Default,0.00665024
GemmTunableOp_BFloat16_TN,tn_8192_97_4_ld_4_4_8192,Default,0.00988768
GemmTunableOp_BFloat16_TN,tn_512_97_5_ld_5_5_512,Default,0.00660448
GemmTunableOp_BFloat16_NN,nn_2048_97_1_ld_1_1_2048,Default,0.00651552
GemmTunableOp_BFloat16_TN,tn_2048_97_9_ld_9_9_2048,Default,0.00680256
GemmTunableOp_BFloat16_TN,tn_512_97_9_ld_9_9_512,Default,0.00724672
GemmTunableOp_BFloat16_TN,tn_2048_97_6_ld_6_6_2048,Default,0.00687872
GemmTunableOp_BFloat16_TN,tn_512_97_6_ld_6_6_512,Default,0.00866464
GemmTunableOp_BFloat16_TN,tn_512_97_4_ld_4_4_512,Default,0.0066848
GemmTunableOp_BFloat16_TN,tn_2048_97_8_ld_8_8_2048,Default,0.0114608
GemmTunableOp_BFloat16_TN,tn_2048_97_7_ld_7_7_2048,Default,0.00647488
GemmTunableOp_BFloat16_TN,tn_2048_97_27_ld_27_27_2048,Default,0.00847264
GemmTunableOp_float_NN,nn_1024_32_1_ld_1024_1_1024,Default,0.00663744
GemmTunableOp_float_TN,tn_32_1024_2048_ld_2048_2048_32,Default,0.0296083
GemmTunableOp_float_TN,tn_2048_1024_32_ld_32_32_2048,Default,0.0171181
GemmTunableOp_float_TN,tn_512_1024_32_ld_32_32_512,Default,0.00850208
GemmStridedBatchedTunableOp_float_TN,tn_1024_1024_64_B_32_ld_64_2048_1024,Default,0.346308
GemmStridedBatchedTunableOp_float_NN,nn_64_1024_1024_B_32_ld_64_1024_64,Default,0.297985
GemmTunableOp_float_TN,tn_2048_1024_20_ld_20_20_2048,Default,0.0169699
GemmTunableOp_float_TN,tn_512_1024_20_ld_20_20_512,Default,0.0132947
GemmTunableOp_float_TN,tn_512_1024_23_ld_23_23_512,Default,0.0127606
GemmTunableOp_float_TN,tn_2048_1024_46_ld_46_46_2048,Default,0.0277382
GemmTunableOp_float_NT,nt_32_2048_1024_ld_32_2048_32,Default,0.0213184
GemmTunableOp_float_NN,nn_32_1024_2048_ld_32_2048_32,Default,0.0261088
GemmTunableOp_float_NT,nt_2048_32_1024_ld_2048_32_2048,Default,0.024401
GemmTunableOp_float_NN,nn_2048_1024_32_ld_2048_32_2048,Default,0.0151427
GemmStridedBatchedTunableOp_float_NT,nt_64_1024_1024_B_32_ld_2048_1024_64,Default,0.252259
GemmStridedBatchedTunableOp_float_NT,nt_1024_64_1024_B_32_ld_1024_2048_1024,Default,0.303701
GemmTunableOp_float_NT,nt_32_512_1024_ld_32_512_32,Default,0.0094656
GemmTunableOp_float_NN,nn_32_1024_512_ld_32_512_32,Default,0.0105875
GemmTunableOp_float_TN,tn_2048_1024_36_ld_36_36_2048,Default,0.0271296
GemmTunableOp_float_TN,tn_2048_1024_12_ld_12_12_2048,Default,0.0154797
GemmTunableOp_float_TN,tn_512_1024_12_ld_12_12_512,Default,0.00854784
GemmTunableOp_float_TN,tn_512_1024_24_ld_24_24_512,Default,0.015015
GemmTunableOp_float_TN,tn_2048_1024_22_ld_22_22_2048,Default,0.0210666
GemmTunableOp_float_TN,tn_512_1024_22_ld_22_22_512,Default,0.0150291
GemmTunableOp_float_TN,tn_2048_1024_18_ld_18_18_2048,Default,0.0170211
GemmTunableOp_float_TN,tn_2048_1024_48_ld_48_48_2048,Default,0.0284982
GemmTunableOp_float_TN,tn_512_1024_25_ld_25_25_512,Default,0.0152301
GemmTunableOp_float_TN,tn_2048_1024_50_ld_50_50_2048,Default,0.0326733
GemmTunableOp_float_TN,tn_512_1024_18_ld_18_18_512,Default,0.0133558
GemmTunableOp_float_TN,tn_2048_1024_45_ld_45_45_2048,Default,0.0276019
GemmTunableOp_float_TN,tn_2048_1024_40_ld_40_40_2048,Default,0.0240486
GemmTunableOp_float_TN,tn_2048_1024_53_ld_53_53_2048,Default,0.0302653
GemmTunableOp_float_TN,tn_2048_1024_47_ld_47_47_2048,Default,0.026473
GemmTunableOp_float_TN,tn_2048_1024_34_ld_34_34_2048,Default,0.0265862
GemmTunableOp_float_TN,tn_2048_1024_38_ld_38_38_2048,Default,0.0274835
GemmTunableOp_float_TN,tn_2048_1024_21_ld_21_21_2048,Default,0.0176854
GemmTunableOp_float_TN,tn_512_1024_21_ld_21_21_512,Default,0.0135155
GemmTunableOp_float_TN,tn_2048_1024_58_ld_58_58_2048,Default,0.0333104
GemmTunableOp_float_TN,tn_2048_1024_42_ld_42_42_2048,Default,0.0268435
GemmTunableOp_float_TN,tn_2048_1024_39_ld_39_39_2048,Default,0.0298794
GemmTunableOp_float_TN,tn_2048_1024_51_ld_51_51_2048,Default,0.0312112
GemmTunableOp_float_TN,tn_2048_1024_56_ld_56_56_2048,Default,0.0298374
GemmTunableOp_float_TN,tn_2048_1024_57_ld_57_57_2048,Default,0.0307792
GemmTunableOp_float_TN,tn_2048_1024_61_ld_61_61_2048,Default,0.032592
GemmTunableOp_float_TN,tn_2048_1024_43_ld_43_43_2048,Default,0.025264
GemmTunableOp_float_TN,tn_2048_1024_54_ld_54_54_2048,Default,0.0293811
GemmTunableOp_float_TN,tn_2048_1024_52_ld_52_52_2048,Default,0.0286454
GemmTunableOp_float_TN,tn_2048_1024_67_ld_67_67_2048,Default,0.0421635
GemmTunableOp_float_TN,tn_2048_1024_37_ld_37_37_2048,Default,0.02724
GemmTunableOp_float_TN,tn_2048_1024_66_ld_66_66_2048,Default,0.0375322
GemmTunableOp_float_TN,tn_2048_1024_62_ld_62_62_2048,Default,0.0297718
GemmTunableOp_float_TN,tn_2048_1024_55_ld_55_55_2048,Default,0.0292269
GemmTunableOp_float_TN,tn_2048_1024_35_ld_35_35_2048,Default,0.0255859
GemmTunableOp_float_TN,tn_2048_1024_33_ld_33_33_2048,Default,0.0249651
GemmTunableOp_float_TN,tn_2048_1024_29_ld_29_29_2048,Default,0.0220755
GemmTunableOp_float_TN,tn_2048_1024_59_ld_59_59_2048,Default,0.0305117
GemmTunableOp_float_TN,tn_2048_1024_65_ld_65_65_2048,Default,0.0357005
GemmTunableOp_float_TN,tn_2048_1024_60_ld_60_60_2048,Default,0.0294483
GemmTunableOp_float_TN,tn_2048_1024_69_ld_69_69_2048,Default,0.0416496
GemmTunableOp_float_TN,tn_2048_1024_64_ld_64_64_2048,Default,0.029233
GemmTunableOp_float_TN,tn_2048_1024_63_ld_63_63_2048,Default,0.0305197
GemmTunableOp_float_TN,tn_2048_1024_73_ld_73_73_2048,Default,0.0340042
GemmTunableOp_float_TN,tn_2048_1024_68_ld_68_68_2048,Default,0.0396349
GemmTunableOp_float_TN,tn_2048_1024_78_ld_78_78_2048,Default,0.0336192
GemmTunableOp_float_TN,tn_2048_1024_75_ld_75_75_2048,Default,0.0335216
GemmTunableOp_float_TN,tn_2048_1024_70_ld_70_70_2048,Default,0.0422051
GemmTunableOp_float_TN,tn_2048_1024_72_ld_72_72_2048,Default,0.0336608
GemmTunableOp_float_TN,tn_2048_1024_77_ld_77_77_2048,Default,0.0338906
GemmTunableOp_float_TN,tn_2048_1024_74_ld_74_74_2048,Default,0.0335603
GemmTunableOp_float_TN,tn_2048_1024_26_ld_26_26_2048,Default,0.0218477
GemmTunableOp_float_TN,tn_512_1024_26_ld_26_26_512,Default,0.0160112
GemmTunableOp_float_TN,tn_2048_1024_71_ld_71_71_2048,Default,0.0466054
GemmTunableOp_float_TN,tn_2048_1024_27_ld_27_27_2048,Default,0.0219075
GemmTunableOp_float_TN,tn_2048_1024_83_ld_83_83_2048,Default,0.037769
GemmTunableOp_float_TN,tn_2048_1024_79_ld_79_79_2048,Default,0.0338544
GemmTunableOp_float_TN,tn_2048_1024_76_ld_76_76_2048,Default,0.033775
GemmTunableOp_float_TN,tn_2048_1024_80_ld_80_80_2048,Default,0.0336682
GemmTunableOp_float_TN,tn_2048_1024_85_ld_85_85_2048,Default,0.0385059
GemmTunableOp_float_TN,tn_512_1024_27_ld_27_27_512,Default,0.0160835
GemmTunableOp_float_TN,tn_2048_1024_81_ld_81_81_2048,Default,0.0384211
GemmTunableOp_float_TN,tn_2048_1024_84_ld_84_84_2048,Default,0.0376806
GemmTunableOp_float_TN,tn_2048_1024_87_ld_87_87_2048,Default,0.038527
GemmTunableOp_float_TN,tn_2048_1024_96_ld_96_96_2048,Default,0.0372778
GemmTunableOp_float_TN,tn_2048_1024_31_ld_31_31_2048,Default,0.0233562
GemmTunableOp_float_TN,tn_2048_1024_101_ld_101_101_2048,Default,0.0427398
GemmTunableOp_float_TN,tn_2048_1024_86_ld_86_86_2048,Default,0.0383558
GemmTunableOp_float_TN,tn_2048_1024_28_ld_28_28_2048,Default,0.0226006
GemmTunableOp_float_TN,tn_2048_1024_30_ld_30_30_2048,Default,0.0225539
GemmTunableOp_float_TN,tn_2048_1024_88_ld_88_88_2048,Default,0.0372787
GemmTunableOp_float_TN,tn_2048_1024_90_ld_90_90_2048,Default,0.0379971
GemmTunableOp_float_TN,tn_2048_1024_82_ld_82_82_2048,Default,0.037871
GemmTunableOp_float_TN,tn_2048_1024_100_ld_100_100_2048,Default,0.041825
GemmTunableOp_float_TN,tn_2048_1024_111_ld_111_111_2048,Default,0.0428058
GemmTunableOp_float_TN,tn_512_1024_28_ld_28_28_512,Default,0.0136339
GemmTunableOp_float_TN,tn_2048_1024_89_ld_89_89_2048,Default,0.0382045
GemmTunableOp_float_TN,tn_2048_1024_99_ld_99_99_2048,Default,0.0423674
GemmTunableOp_float_TN,tn_2048_1024_95_ld_95_95_2048,Default,0.0387059
GemmTunableOp_float_TN,tn_2048_1024_92_ld_92_92_2048,Default,0.0384528
GemmTunableOp_float_TN,tn_2048_1024_98_ld_98_98_2048,Default,0.0421616
GemmTunableOp_float_TN,tn_2048_1024_91_ld_91_91_2048,Default,0.0386714
GemmTunableOp_float_TN,tn_2048_1024_93_ld_93_93_2048,Default,0.0384074
GemmTunableOp_float_TN,tn_512_1024_29_ld_29_29_512,Default,0.0130144
GemmTunableOp_float_TN,tn_2048_1024_107_ld_107_107_2048,Default,0.0423021
GemmTunableOp_float_TN,tn_2048_1024_94_ld_94_94_2048,Default,0.0388051
GemmTunableOp_float_TN,tn_2048_1024_105_ld_105_105_2048,Default,0.0426432
GemmTunableOp_float_TN,tn_2048_1024_112_ld_112_112_2048,Default,0.0407405
GemmTunableOp_float_TN,tn_2048_1024_102_ld_102_102_2048,Default,0.0420349
GemmTunableOp_float_TN,tn_2048_1024_119_ld_119_119_2048,Default,0.0459213
GemmTunableOp_float_TN,tn_2048_1024_104_ld_104_104_2048,Default,0.0410006
GemmTunableOp_float_TN,tn_2048_1024_97_ld_97_97_2048,Default,0.0425267
GemmTunableOp_float_TN,tn_2048_1024_103_ld_103_103_2048,Default,0.0423018
GemmTunableOp_float_NN,nn_79_32_1_ld_79_1_79,Default,0.00669632
GemmTunableOp_float_TN,tn_32_79_2048_ld_2048_2048_32,Default,0.0114794
GemmTunableOp_float_TN,tn_2048_79_32_ld_32_32_2048,Default,0.00702944
GemmTunableOp_float_TN,tn_512_79_32_ld_32_32_512,Default,0.010431
GemmTunableOp_BFloat16_TN,tn_2048_79_4_ld_4_4_2048,Default,0.00680128
GemmTunableOp_BFloat16_TN,tn_8192_79_3_ld_3_3_8192,Default,0.00790176
GemmTunableOp_BFloat16_TN,tn_2048_79_5_ld_5_5_2048,Default,0.00692672
GemmTunableOp_BFloat16_TN,tn_8192_79_5_ld_5_5_8192,Default,0.0079264
GemmTunableOp_BFloat16_TN,tn_2048_79_2_ld_2_2_2048,Default,0.00725472
GemmTunableOp_BFloat16_TN,tn_512_79_2_ld_2_2_512,Default,0.00626848
GemmTunableOp_BFloat16_TN,tn_2048_79_3_ld_3_3_2048,Default,0.00689152
GemmTunableOp_BFloat16_TN,tn_512_79_3_ld_3_3_512,Default,0.00608544
GemmTunableOp_BFloat16_TN,tn_8192_79_4_ld_4_4_8192,Default,0.0082752
GemmTunableOp_BFloat16_TN,tn_512_79_5_ld_5_5_512,Default,0.00686944
GemmTunableOp_BFloat16_NN,nn_2048_79_1_ld_1_1_2048,Default,0.00673056
GemmTunableOp_BFloat16_TN,tn_2048_79_13_ld_13_13_2048,Default,0.00690176
GemmTunableOp_BFloat16_TN,tn_512_79_13_ld_13_13_512,Default,0.00617856
GemmTunableOp_BFloat16_TN,tn_2048_79_6_ld_6_6_2048,Default,0.00686784
GemmTunableOp_BFloat16_TN,tn_512_79_6_ld_6_6_512,Default,0.00693824
GemmTunableOp_BFloat16_TN,tn_2048_79_9_ld_9_9_2048,Default,0.00678816
GemmTunableOp_BFloat16_TN,tn_512_79_9_ld_9_9_512,Default,0.00683232
GemmTunableOp_BFloat16_TN,tn_2048_79_8_ld_8_8_2048,Default,0.00962464
GemmTunableOp_BFloat16_TN,tn_512_79_8_ld_8_8_512,Default,0.00705056
GemmTunableOp_BFloat16_TN,tn_512_79_4_ld_4_4_512,Default,0.00803872
GemmTunableOp_BFloat16_TN,tn_2048_79_30_ld_30_30_2048,Default,0.00821888
GemmTunableOp_float_TN,tn_32_1_2048_ld_2048_2048_32,Default,0.00855392
GemmTunableOp_float_TN,tn_2048_1_32_ld_32_32_2048,Default,0.00854848
GemmTunableOp_float_TN,tn_512_1_32_ld_32_32_512,Default,0.00653888
GemmTunableOp_float_NN,nn_73_32_1_ld_73_1_73,Default,0.00649664
GemmTunableOp_float_TN,tn_32_73_2048_ld_2048_2048_32,Default,0.0114989
GemmTunableOp_float_TN,tn_2048_73_32_ld_32_32_2048,Default,0.00706432
GemmTunableOp_float_TN,tn_512_73_32_ld_32_32_512,Default,0.0123306
GemmTunableOp_BFloat16_TN,tn_2048_73_4_ld_4_4_2048,Default,0.0066816
GemmTunableOp_BFloat16_TN,tn_8192_73_3_ld_3_3_8192,Default,0.0094832
GemmTunableOp_BFloat16_TN,tn_2048_73_5_ld_5_5_2048,Default,0.00675136
GemmTunableOp_BFloat16_TN,tn_8192_73_5_ld_5_5_8192,Default,0.007968
GemmTunableOp_BFloat16_TN,tn_2048_73_2_ld_2_2_2048,Default,0.00642464
GemmTunableOp_BFloat16_TN,tn_512_73_2_ld_2_2_512,Default,0.00980896
GemmTunableOp_BFloat16_TN,tn_2048_73_3_ld_3_3_2048,Default,0.0058976
GemmTunableOp_BFloat16_TN,tn_512_73_3_ld_3_3_512,Default,0.00692608
GemmTunableOp_BFloat16_TN,tn_8192_73_4_ld_4_4_8192,Default,0.00753952
GemmTunableOp_BFloat16_TN,tn_512_73_4_ld_4_4_512,Default,0.00968224
GemmTunableOp_BFloat16_TN,tn_2048_73_10_ld_10_10_2048,Default,0.00678624
GemmTunableOp_BFloat16_TN,tn_512_73_10_ld_10_10_512,Default,0.00668544
GemmTunableOp_BFloat16_TN,tn_2048_73_6_ld_6_6_2048,Default,0.00798208
GemmTunableOp_BFloat16_TN,tn_512_73_6_ld_6_6_512,Default,0.00698624
GemmTunableOp_BFloat16_TN,tn_2048_73_8_ld_8_8_2048,Default,0.0098208
GemmTunableOp_BFloat16_TN,tn_512_73_8_ld_8_8_512,Default,0.00698144
GemmTunableOp_BFloat16_TN,tn_2048_73_7_ld_7_7_2048,Default,0.0082992
GemmTunableOp_BFloat16_TN,tn_512_73_7_ld_7_7_512,Default,0.00713184
GemmTunableOp_BFloat16_TN,tn_2048_73_31_ld_31_31_2048,Default,0.00595456
GemmTunableOp_float_TN,tn_2048_1024_108_ld_108_108_2048,Default,0.0416013
GemmTunableOp_float_TN,tn_2048_1024_126_ld_126_126_2048,Default,0.0461622
GemmTunableOp_float_TN,tn_2048_1024_106_ld_106_106_2048,Default,0.0424118
GemmTunableOp_float_NN,nn_125_32_1_ld_125_1_125,Default,0.00778112
GemmTunableOp_float_TN,tn_32_125_2048_ld_2048_2048_32,Default,0.0113952
GemmTunableOp_float_TN,tn_2048_125_32_ld_32_32_2048,Default,0.0090128
GemmTunableOp_float_TN,tn_512_125_32_ld_32_32_512,Default,0.0093312
GemmTunableOp_BFloat16_TN,tn_2048_125_4_ld_4_4_2048,Default,0.00664672
GemmTunableOp_BFloat16_TN,tn_8192_125_3_ld_3_3_8192,Default,0.00863424
GemmTunableOp_BFloat16_TN,tn_2048_125_5_ld_5_5_2048,Default,0.0078464
GemmTunableOp_BFloat16_TN,tn_8192_125_5_ld_5_5_8192,Default,0.011265
GemmTunableOp_BFloat16_TN,tn_2048_125_2_ld_2_2_2048,Default,0.00701312
GemmTunableOp_BFloat16_TN,tn_512_125_2_ld_2_2_512,Default,0.00612192
GemmTunableOp_BFloat16_TN,tn_2048_125_3_ld_3_3_2048,Default,0.00983808
GemmTunableOp_BFloat16_TN,tn_512_125_3_ld_3_3_512,Default,0.00675072
GemmTunableOp_BFloat16_TN,tn_8192_125_4_ld_4_4_8192,Default,0.0085424
