Validator,PT_VERSION,2.12.0
GemmTunableOp_BFloat16_TN,tn_2048_125_6_ld_6_6_2048,Default,0.00841824
GemmTunableOp_BFloat16_TN,tn_512_125_6_ld_6_6_512,Default,0.00871072
GemmTunableOp_BFloat16_TN,tn_2048_125_14_ld_14_14_2048,Default,0.00830816
GemmTunableOp_BFloat16_TN,tn_512_125_14_ld_14_14_512,Default,0.00835616
GemmTunableOp_BFloat16_NN,nn_2048_125_1_ld_1_1_2048,Default,0.00637504
GemmTunableOp_BFloat16_TN,tn_512_125_5_ld_5_5_512,Default,0.00708736
GemmTunableOp_BFloat16_TN,tn_2048_125_11_ld_11_11_2048,Default,0.00686816
GemmTunableOp_BFloat16_TN,tn_512_125_11_ld_11_11_512,Default,0.00694944
GemmTunableOp_BFloat16_TN,tn_2048_125_10_ld_10_10_2048,Default,0.00678112
GemmTunableOp_BFloat16_TN,tn_2048_125_9_ld_9_9_2048,Default,0.006688
GemmTunableOp_BFloat16_TN,tn_512_125_9_ld_9_9_512,Default,0.00713312
GemmTunableOp_BFloat16_TN,tn_2048_125_8_ld_8_8_2048,Default,0.0124986
GemmTunableOp_BFloat16_TN,tn_2048_125_40_ld_40_40_2048,Default,0.00685568
GemmTunableOp_float_NN,nn_1500_32_1_ld_1500_1_1500,Default,0.00656224
GemmTunableOp_float_TN,tn_32_1500_2048_ld_2048_2048_32,Default,0.0352224
GemmTunableOp_float_TN,tn_2048_1500_32_ld_32_32_2048,Default,0.021049
GemmTunableOp_float_TN,tn_512_1500_32_ld_32_32_512,Default,0.0109187
GemmTunableOp_float_TN,tn_2048_1500_4_ld_4_4_2048,Default,0.0452448
GemmTunableOp_float_TN,tn_8192_1500_3_ld_3_3_8192,Default,0.0939603
GemmTunableOp_float_TN,tn_2048_1500_5_ld_5_5_2048,Default,0.0448643
GemmTunableOp_float_TN,tn_8192_1500_5_ld_5_5_8192,Default,0.0803645
GemmTunableOp_float_TN,tn_2048_1500_2_ld_2_2_2048,Default,0.0440643
GemmTunableOp_float_TN,tn_512_1500_2_ld_2_2_512,Default,0.0130509
GemmTunableOp_float_TN,tn_2048_1500_3_ld_3_3_2048,Default,0.0444781
GemmTunableOp_float_TN,tn_512_1500_3_ld_3_3_512,Default,0.0134678
GemmTunableOp_float_TN,tn_512_1500_4_ld_4_4_512,Default,0.0134717
GemmTunableOp_float_TN,tn_8192_1500_4_ld_4_4_8192,Default,0.0935789
GemmTunableOp_float_TN,tn_2048_1500_7_ld_7_7_2048,Default,0.0448419
GemmTunableOp_float_TN,tn_512_1500_7_ld_7_7_512,Default,0.0137261
GemmTunableOp_float_TN,tn_512_1500_5_ld_5_5_512,Default,0.0135837
GemmTunableOp_float_TN,tn_2048_1500_17_ld_17_17_2048,Default,0.043585
GemmTunableOp_float_TN,tn_512_1500_17_ld_17_17_512,Default,0.0089632
GemmTunableOp_float_TN,tn_2048_1500_8_ld_8_8_2048,Default,0.0453779
GemmTunableOp_float_TN,tn_512_1500_8_ld_8_8_512,Default,0.0138992
GemmTunableOp_float_TN,tn_2048_1500_12_ld_12_12_2048,Default,0.0463565
GemmTunableOp_float_TN,tn_512_1500_12_ld_12_12_512,Default,0.0112669
GemmTunableOp_float_TN,tn_2048_1500_20_ld_20_20_2048,Default,0.0465642
GemmTunableOp_float_TN,tn_512_1500_20_ld_20_20_512,Default,0.009584
GemmTunableOp_float_TN,tn_2048_1500_6_ld_6_6_2048,Default,0.0455536
GemmTunableOp_float_TN,tn_2048_1500_19_ld_19_19_2048,Default,0.0466182
GemmTunableOp_float_TN,tn_512_1500_19_ld_19_19_512,Default,0.00986368
GemmTunableOp_float_TN,tn_2048_1500_11_ld_11_11_2048,Default,0.0438419
GemmTunableOp_float_TN,tn_512_1500_11_ld_11_11_512,Default,0.0108538
GemmTunableOp_float_NN,nn_2048_1500_1_ld_1_1_2048,Default,0.0448797
GemmTunableOp_float_TN,tn_2048_1500_39_ld_39_39_2048,Default,0.0386016
GemmTunableOp_float_TN,tn_183286_1500_2048_ld_2048_2048_183286,Default,55.3769
GemmTunableOp_float_NN,nn_2048_1500_183286_ld_2048_183286_2048,Default,45.8383
GemmTunableOp_float_NN,nn_8192_1500_2048_ld_8192_2048_8192,Default,2.15098
GemmTunableOp_float_NN,nn_2048_1500_8192_ld_2048_8192_2048,Default,2.07536
GemmTunableOp_float_NT,nt_32_2048_1500_ld_32_2048_32,Default,0.0261971
GemmTunableOp_float_NN,nn_32_1500_2048_ld_32_2048_32,Default,0.0341888
GemmTunableOp_float_NT,nt_2048_32_1500_ld_2048_32_2048,Default,0.0308774
GemmTunableOp_float_NN,nn_2048_1500_32_ld_2048_32_2048,Default,0.0218438
GemmTunableOp_float_NN,nn_2048_1500_2048_ld_2048_2048_2048,Default,0.526849
GemmTunableOp_float_NT,nt_32_512_1500_ld_32_512_32,Default,0.0117091
GemmTunableOp_float_NN,nn_32_1500_512_ld_32_512_32,Default,0.0158723
GemmTunableOp_float_NN,nn_2048_1500_512_ld_2048_512_2048,Default,0.155777
GemmTunableOp_float_TN,tn_2048_1500_14_ld_14_14_2048,Default,0.0461594
GemmTunableOp_float_TN,tn_512_1500_14_ld_14_14_512,Default,0.00966048
GemmTunableOp_float_TN,tn_2048_1500_10_ld_10_10_2048,Default,0.0466816
GemmTunableOp_float_TN,tn_512_1500_10_ld_10_10_512,Default,0.0111062
GemmTunableOp_float_TN,tn_2048_1500_13_ld_13_13_2048,Default,0.046255
GemmTunableOp_float_TN,tn_2048_1500_9_ld_9_9_2048,Default,0.0451904
GemmTunableOp_float_TN,tn_512_1500_9_ld_9_9_512,Default,0.0143616
GemmTunableOp_float_TN,tn_2048_1500_42_ld_42_42_2048,Default,0.0313322
GemmTunableOp_float_TN,tn_2048_1500_18_ld_18_18_2048,Default,0.0469293
GemmTunableOp_float_TN,tn_512_1500_18_ld_18_18_512,Default,0.0109062
GemmTunableOp_float_TN,tn_2048_1500_16_ld_16_16_2048,Default,0.043408
GemmTunableOp_float_TN,tn_512_1500_16_ld_16_16_512,Default,0.0110848
GemmTunableOp_float_TN,tn_2048_1500_44_ld_44_44_2048,Default,0.0338032
GemmTunableOp_float_TN,tn_2048_1500_40_ld_40_40_2048,Default,0.0289824
GemmTunableOp_float_TN,tn_2048_1500_45_ld_45_45_2048,Default,0.0379392
GemmTunableOp_float_TN,tn_2048_1500_41_ld_41_41_2048,Default,0.0314986
GemmTunableOp_float_TN,tn_2048_1500_15_ld_15_15_2048,Default,0.046329
GemmTunableOp_float_TN,tn_512_1500_15_ld_15_15_512,Default,0.0117795
GemmTunableOp_float_TN,tn_512_1500_13_ld_13_13_512,Default,0.0109171
GemmTunableOp_float_TN,tn_2048_1500_21_ld_21_21_2048,Default,0.0211488
GemmTunableOp_float_TN,tn_512_1500_21_ld_21_21_512,Default,0.00914816
GemmTunableOp_float_TN,tn_2048_1500_46_ld_46_46_2048,Default,0.0333229
GemmTunableOp_float_TN,tn_2048_1500_43_ld_43_43_2048,Default,0.0333741
GemmTunableOp_float_TN,tn_2048_1500_52_ld_52_52_2048,Default,0.0356525
GemmTunableOp_float_TN,tn_2048_1500_22_ld_22_22_2048,Default,0.022449
GemmTunableOp_float_TN,tn_512_1500_22_ld_22_22_512,Default,0.00930304
GemmTunableOp_float_TN,tn_512_1500_6_ld_6_6_512,Default,0.0134784
GemmTunableOp_float_TN,tn_2048_1500_48_ld_48_48_2048,Default,0.0354966
GemmTunableOp_float_NN,nn_512_1500_1_ld_1_1_512,Default,0.0124026
GemmTunableOp_float_TN,tn_2048_1500_47_ld_47_47_2048,Default,0.0353392
GemmTunableOp_float_TN,tn_2048_1500_58_ld_58_58_2048,Default,0.0392595
GemmTunableOp_float_TN,tn_2048_1500_55_ld_55_55_2048,Default,0.0374291
GemmTunableOp_float_TN,tn_2048_1500_23_ld_23_23_2048,Default,0.0230784
GemmTunableOp_float_TN,tn_512_1500_23_ld_23_23_512,Default,0.011271
GemmTunableOp_float_TN,tn_2048_1500_51_ld_51_51_2048,Default,0.0425075
GemmTunableOp_float_TN,tn_2048_1500_50_ld_50_50_2048,Default,0.0416675
GemmTunableOp_float_TN,tn_2048_1500_53_ld_53_53_2048,Default,0.0373142
GemmTunableOp_float_TN,tn_2048_1500_49_ld_49_49_2048,Default,0.0375542
GemmTunableOp_float_TN,tn_2048_1500_64_ld_64_64_2048,Default,0.0354486
GemmTunableOp_float_TN,tn_2048_1500_54_ld_54_54_2048,Default,0.037624
GemmStridedBatchedTunableOp_float_TN,tn_1500_1500_64_B_32_ld_64_2048_1500,Default,0.8332
GemmStridedBatchedTunableOp_float_NN,nn_64_1500_1500_B_32_ld_64_1500_64,Default,0.733918
GemmStridedBatchedTunableOp_float_NT,nt_64_1500_1500_B_32_ld_2048_1500_64,Default,0.541623
GemmStridedBatchedTunableOp_float_NT,nt_1500_64_1500_B_32_ld_1500_2048_1500,Default,0.687999
GemmTunableOp_float_TN,tn_2048_1500_37_ld_37_37_2048,Default,0.0350186
GemmTunableOp_float_TN,tn_2048_1500_38_ld_38_38_2048,Default,0.0381661
GemmTunableOp_float_TN,tn_2048_1500_57_ld_57_57_2048,Default,0.0395312
GemmTunableOp_float_TN,tn_2048_1500_62_ld_62_62_2048,Default,0.0404496
GemmTunableOp_float_TN,tn_2048_1500_68_ld_68_68_2048,Default,0.0531395
GemmTunableOp_float_TN,tn_2048_1500_60_ld_60_60_2048,Default,0.0384781
GemmTunableOp_float_TN,tn_2048_1500_59_ld_59_59_2048,Default,0.0392605
GemmTunableOp_float_TN,tn_2048_1500_56_ld_56_56_2048,Default,0.0358806
GemmTunableOp_float_TN,tn_2048_1500_25_ld_25_25_2048,Default,0.0231978
GemmTunableOp_float_TN,tn_512_1500_25_ld_25_25_512,Default,0.011335
GemmTunableOp_float_TN,tn_2048_1500_67_ld_67_67_2048,Default,0.0518541
GemmTunableOp_float_TN,tn_2048_1500_70_ld_70_70_2048,Default,0.0546768
GemmTunableOp_float_TN,tn_2048_1500_24_ld_24_24_2048,Default,0.0209712
GemmTunableOp_float_TN,tn_512_1500_24_ld_24_24_512,Default,0.00935008
GemmTunableOp_float_TN,tn_2048_1500_61_ld_61_61_2048,Default,0.0416614
GemmTunableOp_float_TN,tn_2048_1500_69_ld_69_69_2048,Default,0.0563478
GemmTunableOp_float_TN,tn_2048_1500_85_ld_85_85_2048,Default,0.0538749
GemmTunableOp_float_TN,tn_2048_1500_63_ld_63_63_2048,Default,0.0388368
GemmTunableOp_float_TN,tn_2048_1500_76_ld_76_76_2048,Default,0.0497053
GemmTunableOp_float_TN,tn_2048_1500_72_ld_72_72_2048,Default,0.0458419
GemmTunableOp_float_TN,tn_2048_1500_66_ld_66_66_2048,Default,0.0482534
GemmTunableOp_float_TN,tn_2048_1500_83_ld_83_83_2048,Default,0.0579302
GemmTunableOp_float_TN,tn_2048_1500_92_ld_92_92_2048,Default,0.052521
GemmTunableOp_float_TN,tn_2048_1500_71_ld_71_71_2048,Default,0.0571242
GemmTunableOp_float_TN,tn_2048_1500_65_ld_65_65_2048,Default,0.0474538
GemmTunableOp_float_TN,tn_2048_1500_75_ld_75_75_2048,Default,0.0502698
GemmTunableOp_float_TN,tn_2048_1500_93_ld_93_93_2048,Default,0.0527341
GemmTunableOp_float_TN,tn_2048_1500_89_ld_89_89_2048,Default,0.0525005
GemmTunableOp_float_TN,tn_2048_1500_100_ld_100_100_2048,Default,0.0578589
GemmTunableOp_float_TN,tn_2048_1500_26_ld_26_26_2048,Default,0.0244883
GemmTunableOp_float_TN,tn_512_1500_26_ld_26_26_512,Default,0.00980512
GemmTunableOp_float_TN,tn_2048_1500_81_ld_81_81_2048,Default,0.0549942
GemmTunableOp_float_TN,tn_2048_1500_97_ld_97_97_2048,Default,0.0591178
GemmTunableOp_float_TN,tn_2048_1500_73_ld_73_73_2048,Default,0.047385
GemmTunableOp_float_TN,tn_2048_1500_98_ld_98_98_2048,Default,0.05812
GemmTunableOp_float_TN,tn_2048_1500_104_ld_104_104_2048,Default,0.0567046
GemmTunableOp_float_TN,tn_2048_1500_80_ld_80_80_2048,Default,0.0513798
GemmTunableOp_float_TN,tn_2048_1500_86_ld_86_86_2048,Default,0.0557181
GemmTunableOp_float_TN,tn_2048_1500_74_ld_74_74_2048,Default,0.0483901
GemmTunableOp_float_TN,tn_2048_1500_119_ld_119_119_2048,Default,0.0634768
GemmTunableOp_float_TN,tn_2048_1500_27_ld_27_27_2048,Default,0.0249437
GemmTunableOp_float_TN,tn_2048_1500_118_ld_118_118_2048,Default,0.063233
GemmTunableOp_float_TN,tn_2048_1500_113_ld_113_113_2048,Default,0.0629645
GemmTunableOp_float_TN,tn_2048_1500_91_ld_91_91_2048,Default,0.0527229
GemmTunableOp_float_TN,tn_2048_1500_84_ld_84_84_2048,Default,0.0520026
GemmTunableOp_float_TN,tn_2048_1500_79_ld_79_79_2048,Default,0.0515818
GemmTunableOp_float_TN,tn_2048_1500_102_ld_102_102_2048,Default,0.0582928
GemmTunableOp_float_TN,tn_2048_1500_105_ld_105_105_2048,Default,0.0583168
GemmTunableOp_float_TN,tn_2048_1500_90_ld_90_90_2048,Default,0.0524352
GemmTunableOp_float_TN,tn_2048_1500_78_ld_78_78_2048,Default,0.0510077
GemmTunableOp_float_TN,tn_2048_1500_29_ld_29_29_2048,Default,0.0263731
GemmTunableOp_float_TN,tn_2048_1500_107_ld_107_107_2048,Default,0.0585056
GemmTunableOp_float_TN,tn_2048_1500_116_ld_116_116_2048,Default,0.062784
GemmTunableOp_float_TN,tn_512_1500_27_ld_27_27_512,Default,0.0106586
GemmTunableOp_float_TN,tn_2048_1500_122_ld_122_122_2048,Default,0.0632688
GemmTunableOp_float_TN,tn_2048_1500_28_ld_28_28_2048,Default,0.0258746
GemmTunableOp_float_TN,tn_2048_1500_112_ld_112_112_2048,Default,0.0557661
GemmTunableOp_float_TN,tn_2048_1500_109_ld_109_109_2048,Default,0.0599254
GemmTunableOp_float_TN,tn_2048_1500_121_ld_121_121_2048,Default,0.063064
GemmTunableOp_float_TN,tn_2048_1500_110_ld_110_110_2048,Default,0.0585926
GemmTunableOp_float_TN,tn_2048_1500_120_ld_120_120_2048,Default,0.0618762
GemmTunableOp_float_TN,tn_2048_1500_99_ld_99_99_2048,Default,0.0586595
GemmTunableOp_float_TN,tn_2048_1500_125_ld_125_125_2048,Default,0.0630806
GemmTunableOp_float_TN,tn_2048_1500_96_ld_96_96_2048,Default,0.0505542
GemmTunableOp_float_TN,tn_2048_1500_108_ld_108_108_2048,Default,0.0581773
GemmTunableOp_float_TN,tn_2048_1500_77_ld_77_77_2048,Default,0.0516307
GemmTunableOp_float_TN,tn_2048_1500_87_ld_87_87_2048,Default,0.0561642
GemmTunableOp_float_NN,nn_102_32_1_ld_102_1_102,Default,0.00650304
GemmTunableOp_float_TN,tn_32_102_2048_ld_2048_2048_32,Default,0.0113862
GemmTunableOp_float_TN,tn_2048_102_32_ld_32_32_2048,Default,0.00731552
GemmTunableOp_float_TN,tn_512_102_32_ld_32_32_512,Default,0.00914944
GemmTunableOp_BFloat16_TN,tn_2048_102_4_ld_4_4_2048,Default,0.00683936
GemmTunableOp_BFloat16_TN,tn_8192_102_3_ld_3_3_8192,Default,0.0078112
GemmTunableOp_BFloat16_TN,tn_2048_102_5_ld_5_5_2048,Default,0.00670176
GemmTunableOp_BFloat16_TN,tn_8192_102_5_ld_5_5_8192,Default,0.0094656
GemmTunableOp_BFloat16_TN,tn_2048_102_2_ld_2_2_2048,Default,0.00706944
GemmTunableOp_BFloat16_TN,tn_512_102_2_ld_2_2_512,Default,0.0084704
GemmTunableOp_BFloat16_TN,tn_2048_102_3_ld_3_3_2048,Default,0.00679296
GemmTunableOp_BFloat16_TN,tn_512_102_3_ld_3_3_512,Default,0.00850144
GemmTunableOp_BFloat16_TN,tn_512_102_4_ld_4_4_512,Default,0.00645216
GemmTunableOp_BFloat16_TN,tn_8192_102_4_ld_4_4_8192,Default,0.00794016
GemmTunableOp_BFloat16_TN,tn_512_102_5_ld_5_5_512,Default,0.00665504
GemmTunableOp_BFloat16_NN,nn_2048_102_1_ld_1_1_2048,Default,0.00642272
GemmTunableOp_BFloat16_TN,tn_2048_102_9_ld_9_9_2048,Default,0.00834688
GemmTunableOp_BFloat16_TN,tn_512_102_9_ld_9_9_512,Default,0.0066816
GemmTunableOp_BFloat16_TN,tn_2048_102_6_ld_6_6_2048,Default,0.00678944
GemmTunableOp_BFloat16_TN,tn_512_102_6_ld_6_6_512,Default,0.00700224
GemmTunableOp_BFloat16_TN,tn_2048_102_7_ld_7_7_2048,Default,0.00693216
GemmTunableOp_BFloat16_TN,tn_2048_102_37_ld_37_37_2048,Default,0.00674432
GemmTunableOp_float_NN,nn_119_32_1_ld_119_1_119,Default,0.00637984
GemmTunableOp_float_TN,tn_32_119_2048_ld_2048_2048_32,Default,0.012175
GemmTunableOp_float_TN,tn_2048_119_32_ld_32_32_2048,Default,0.00732064
GemmTunableOp_float_TN,tn_512_119_32_ld_32_32_512,Default,0.0085312
GemmTunableOp_BFloat16_TN,tn_2048_119_4_ld_4_4_2048,Default,0.0090416
GemmTunableOp_BFloat16_TN,tn_8192_119_3_ld_3_3_8192,Default,0.00875616
GemmTunableOp_BFloat16_TN,tn_2048_119_5_ld_5_5_2048,Default,0.00680864
GemmTunableOp_BFloat16_TN,tn_8192_119_5_ld_5_5_8192,Default,0.0100218
GemmTunableOp_BFloat16_TN,tn_2048_119_2_ld_2_2_2048,Default,0.00879264
GemmTunableOp_BFloat16_TN,tn_512_119_2_ld_2_2_512,Default,0.00614784
GemmTunableOp_BFloat16_TN,tn_2048_119_3_ld_3_3_2048,Default,0.0065952
GemmTunableOp_BFloat16_TN,tn_512_119_3_ld_3_3_512,Default,0.00689536
GemmTunableOp_BFloat16_TN,tn_512_119_5_ld_5_5_512,Default,0.00674336
GemmTunableOp_BFloat16_TN,tn_512_119_4_ld_4_4_512,Default,0.00634912
GemmTunableOp_BFloat16_TN,tn_8192_119_4_ld_4_4_8192,Default,0.00859488
GemmTunableOp_BFloat16_NN,nn_2048_119_1_ld_1_1_2048,Default,0.00599296
GemmTunableOp_BFloat16_TN,tn_2048_119_10_ld_10_10_2048,Default,0.0085232
GemmTunableOp_BFloat16_TN,tn_512_119_10_ld_10_10_512,Default,0.00817536
GemmTunableOp_BFloat16_TN,tn_2048_119_7_ld_7_7_2048,Default,0.00652032
GemmTunableOp_BFloat16_TN,tn_512_119_7_ld_7_7_512,Default,0.00788672
GemmTunableOp_BFloat16_TN,tn_2048_119_6_ld_6_6_2048,Default,0.00960032
GemmTunableOp_BFloat16_TN,tn_512_119_6_ld_6_6_512,Default,0.00621472
GemmTunableOp_BFloat16_TN,tn_2048_119_9_ld_9_9_2048,Default,0.00701088
GemmTunableOp_BFloat16_TN,tn_512_119_9_ld_9_9_512,Default,0.00588032
GemmTunableOp_BFloat16_TN,tn_2048_119_38_ld_38_38_2048,Default,0.00605216
GemmTunableOp_float_NN,nn_124_32_1_ld_124_1_124,Default,0.00610816
GemmTunableOp_float_TN,tn_32_124_2048_ld_2048_2048_32,Default,0.0115475
GemmTunableOp_float_TN,tn_2048_124_32_ld_32_32_2048,Default,0.00767936
GemmTunableOp_float_TN,tn_512_124_32_ld_32_32_512,Default,0.00884384
GemmTunableOp_BFloat16_TN,tn_2048_124_4_ld_4_4_2048,Default,0.00654784
GemmTunableOp_BFloat16_TN,tn_8192_124_3_ld_3_3_8192,Default,0.0128682
GemmTunableOp_BFloat16_TN,tn_2048_124_5_ld_5_5_2048,Default,0.00650624
GemmTunableOp_BFloat16_TN,tn_8192_124_5_ld_5_5_8192,Default,0.00916384
GemmTunableOp_BFloat16_TN,tn_2048_124_2_ld_2_2_2048,Default,0.00834496
GemmTunableOp_BFloat16_TN,tn_512_124_2_ld_2_2_512,Default,0.00663712
GemmTunableOp_BFloat16_TN,tn_2048_124_3_ld_3_3_2048,Default,0.00666784
GemmTunableOp_BFloat16_TN,tn_512_124_3_ld_3_3_512,Default,0.00625984
GemmTunableOp_BFloat16_TN,tn_512_124_5_ld_5_5_512,Default,0.00668704
GemmTunableOp_BFloat16_TN,tn_512_124_4_ld_4_4_512,Default,0.0086832
GemmTunableOp_BFloat16_TN,tn_8192_124_4_ld_4_4_8192,Default,0.00890848
GemmTunableOp_BFloat16_TN,tn_2048_124_6_ld_6_6_2048,Default,0.00741216
GemmTunableOp_BFloat16_TN,tn_512_124_6_ld_6_6_512,Default,0.0069264
GemmTunableOp_BFloat16_NN,nn_2048_124_1_ld_1_1_2048,Default,0.00640352
GemmTunableOp_BFloat16_TN,tn_2048_124_12_ld_12_12_2048,Default,0.008864
GemmTunableOp_BFloat16_TN,tn_512_124_12_ld_12_12_512,Default,0.00867904
GemmTunableOp_BFloat16_TN,tn_2048_124_8_ld_8_8_2048,Default,0.0121523
GemmTunableOp_BFloat16_TN,tn_512_124_8_ld_8_8_512,Default,0.00873568
GemmTunableOp_BFloat16_TN,tn_2048_124_7_ld_7_7_2048,Default,0.0068576
GemmTunableOp_BFloat16_TN,tn_512_124_7_ld_7_7_512,Default,0.00681664
GemmTunableOp_BFloat16_TN,tn_2048_124_41_ld_41_41_2048,Default,0.0066928
